komentar,noise,clean,normalized,label
"Ciri2 yg disebutin dokter, hampir ngerasaain smua. Mulai dari denger suara rame kek dipasar pas sebelum tidur. Liat tembok penuh coretan pdhl bersih. Pas lg berdiri d lt.4 kmpus tetiba ngeliat jasad sendiri udah ngegeletak di bawah. Setiap megang bnda tajam apapun gk msti pisau, Pulpen pun sering ada suara2 di kepala ""Bunuh,bunuh,bunuh"" dg suara yg berubah2. Dan yg paling parah cekik diri sndiri pas tidur :(
Sumpah dulu tuh gk ngerti klo tnda2 itu menandakan aku butuh ke psikolog :(

Alhamdulillah nya diberi circle yg peka dan baik buat cerita. Cerita apapun sampe ke hal random skalipun. Diajak cari hal2 yg bikin happy. Sesederhana masak seblak/ngerujak tiap ngumpul. Cerita ke tmn lumayan mengurangi pikiran negatif. Dgn cttn tmn kita adlh pendengar yg baik dan peka dg perubahn kita. Yg awalnya aktif jdi diem dan telmi klo diajak ngobrol.  Selalu tau klo ada yg dipendem cuma dilihat dari ketawa ku yg berubah jdi keras. Klo udah gtu lgsg diajak deeptalk. Mereka gk ngerespon bnyk cuma dengerin doang, berasa lg ngedongengin mereka aj gtu😅.Tpi lumyn menbntu buat ngeluarin unek2.
Ada kalanya gk butuh di kasih solusi hrs ini hrs itu hnya butuh didengerin aja.
Dari apa yg udh ku alami mulai bljar jdi pendengar buat diri sndiri, ngobrol dg diri sndiri. Bljr lbih peka ke org sekitar dan berusaha jdi pndengar yg baik.",Clean,"ciri yg disebutin dokter hampir ngerasaain smua mulai dari denger suara rame kek dipasar pas sebelum tidur liat tembok penuh coretan pdhl bersih pas lg berdiri d lt kmpus tetiba ngeliat jasad sendiri udah ngegeletak di bawah setiap megang bnda tajam apapun gk msti pisau pulpen pun sering ada suara di kepala bunuhbunuhbunuh dg suara yg berubah dan yg paling parah cekik diri sndiri pas tidur 
sumpah dulu tuh gk ngerti klo tnda itu menandakan aku butuh ke psikolog 

alhamdulillah nya diberi circle yg peka dan baik buat cerita cerita apapun sampe ke hal random skalipun diajak cari hal yg bikin happy sesederhana masak seblakngerujak tiap ngumpul cerita ke tmn lumayan mengurangi pikiran negatif dgn cttn tmn kita adlh pendengar yg baik dan peka dg perubahn kita yg awalnya aktif jdi diem dan telmi klo diajak ngobrol  selalu tau klo ada yg dipendem cuma dilihat dari ketawa ku yg berubah jdi keras klo udah gtu lgsg diajak deeptalk mereka gk ngerespon bnyk cuma dengerin doang berasa lg ngedongengin mereka aj gtutpi lumyn menbntu buat ngeluarin unek
ada kalanya gk butuh di kasih solusi hrs ini hrs itu hnya butuh didengerin aja
dari apa yg udh ku alami mulai bljar jdi pendengar buat diri sndiri ngobrol dg diri sndiri bljr lbih peka ke org sekitar dan berusaha jdi pndengar yg baik",ciri yg disebutin dokter hampir ngerasaain smua mulai dari denger suara rame kek dipasar pas sebelum tidur liat tembok penuh coretan pdhl bersih pas lg berdiri d lt kmpus tetiba ngeliat jasad sendiri udah ngegeletak di bawah setiap megang bnda tajam apapun tidak msti pisau pulpen pun sering ada suara di kepala bunuhbunuhbunuh dg suara yg berubah dan yg paling parah cekik diri sndiri pas tidur sumpah dulu tuh tidak ngerti klo tnda itu menandakan aku butuh ke psikolog alhamdulillah nya diberi circle yg peka dan baik buat cerita cerita apapun sampe ke hal random skalipun diajak cari hal yg bikin happy sesederhana masak seblakngerujak tiap ngumpul cerita ke tmn lumayan mengurangi pikiran negatif dgn cttn tmn kita adlh pendengar yg baik dan peka dg perubahn kita yg awalnya aktif jdi diem dan telmi klo diajak ngobrol selalu tau klo ada yg dipendem cuma dilihat dari ketawa ku yg berubah jdi keras klo udah gtu lgsg diajak deeptalk mereka tidak ngerespon bnyk cuma dengerin doang berasa lg ngedongengin mereka aj gtutpi lumyn menbntu buat ngeluarin unek ada kalanya tidak butuh di kasih solusi hrs ini hrs itu hnya butuh didengerin aja dari apa yg sudah ku alami mulai bljar jdi pendengar buat diri sndiri ngobrol dg diri sndiri bljr lbih peka ke org sekitar dan berusaha jdi pndengar yg baik,Normal
"Dok, wajar brarti yo lek wong lanang mati disik ketimbang wong wedok? Ngenes soal e urip e.",Clean,dok wajar brarti yo lek wong lanang mati disik ketimbang wong wedok ngenes soal e urip e,dok wajar brarti yo lek wong lanang mati disik ketimbang wong wedok ngenes soal e urip e,Normal
Edingen malah politik,Clean,edingen malah politik,edingen malah politik,Normal
"DOK AKU JADI MALES PULANG KE Rumah semenjak pisah sma suami. Krna aku ngerasa gak ada yg syank aku selain mantan suamiku.udah bertahan 10 tahun pisah karna omongan keluarga yang gak enak tentang mantan suami. 😢😢
Bisa gtu pergi sore plng subuh. 
Gak kemna2 motoran aja lewat depan rumah mantan suami. Udah 1 tahun pdhl pisah. 😢😢😢",Clean,"dok aku jadi males pulang ke rumah semenjak pisah sma suami krna aku ngerasa gak ada yg syank aku selain mantan suamikuudah bertahan  tahun pisah karna omongan keluarga yang gak enak tentang mantan suami 
bisa gtu pergi sore plng subuh 
gak kemna motoran aja lewat depan rumah mantan suami udah  tahun pdhl pisah",dok aku jadi males pulang ke rumah semenjak pisah sma suami krna aku ngerasa gak ada yg syank aku selain mantan suamikuudah bertahan tahun pisah karna omongan keluarga yang gak enak tentang mantan suami bisa gtu pergi sore plng subuh gak kemna motoran aja lewat depan rumah mantan suami udah tahun pdhl pisah,Normal
Dokter tirta balik again dong bahas mental illness.,Clean,dokter tirta balik again dong bahas mental illness,dokter tirta balik again dong bahas mental illness,Normal
"guru BK sklh gw dulu suka gosipin murid"" sklh sama gw wkwowkwowkow",Clean,guru bk sklh gw dulu suka gosipin murid sklh sama gw wkwowkwowkow,guru bk sklh saya dulu suka gosipin murid sklh sama saya wkwowkwowkow,Normal
Kenapa cipung? Kenapa ga rafathar ?,Clean,kenapa cipung kenapa ga rafathar,kenapa cipung kenapa tidak rafathar,Normal
"Guru BK tu unik, pas kuliah padahal belajar psikologi pendidikan, psikologi siswa, program konseling, komunikasi. Tapi begitu kerja cuma ngurusin rambut, sepatu, HP, + tutup mata sama bullying pula",Clean,guru bk tu unik pas kuliah padahal belajar psikologi pendidikan psikologi siswa program konseling komunikasi tapi begitu kerja cuma ngurusin rambut sepatu hp  tutup mata sama bullying pula,guru bk tu unik pas kuliah padahal belajar psikologi pendidikan psikologi siswa program konseling komunikasi tapi begitu kerja cuma ngurusin rambut sepatu hp tutup mata sama bullying pula,Normal
Aq sueneng karo dokter iki.isih nom ceplas ceplos.jowone tulen.jadi paham karo penjelasane.santai mas dokter.sehat selalu yo.❤❤❤,Clean,aq sueneng karo dokter ikiisih nom ceplas ceplosjowone tulenjadi paham karo penjelasanesantai mas doktersehat selalu yo,saya sueneng karo dokter ikiisih nom ceplas ceplosjowone tulenjadi paham karo penjelasanesantai mas doktersehat selalu yo,Normal
 @diditsetyono7168  gue orangnya panas tak bisa kontrol emosi sama orang lain,Noise,gue orangnya panas tak bisa kontrol emosi sama orang lain,saya orangnya panas tak bisa kontrol emosi sama orang lain,Normal
"Intim gimaana ini?😂 ngewe? Apa deket aja?
Perbanyak gaul aja saran gue.. Love yourself
Gaul ya.. bergaul.. 
Semoga sukses",Clean,"intim gimaana ini ngewe apa deket aja
perbanyak gaul aja saran gue love yourself
gaul ya bergaul 
semoga sukses",intim gimaana ini ngewe apa deket aja perbanyak gaul aja saran saya love yourself gaul ya bergaul semoga sukses,Normal
"Hhh gua wibu nih senggol dong 😂
Lu ngga denger tadi apa? Semua orang punya sistem defend mechanismnya sendiri2.. Jadi jangan asal judge wibu seseorang yg depresi.. Hati2 lu berkata coy",Clean,"hhh gua wibu nih senggol dong 
lu ngga denger tadi apa semua orang punya sistem defend mechanismnya sendiri jadi jangan asal judge wibu seseorang yg depresi hati lu berkata coy",hhh gua wibu nih senggol dong lu tidak denger tadi apa semua orang punya sistem defend mechanismnya sendiri jadi jangan asal judge wibu seseorang yg depresi hati lu berkata coy,Depresi
tuhkan lngsng terbukti,Clean,tuhkan lngsng terbukti,tuhkan lngsng terbukti,Normal
​ @rian7045 Jangan munafik PP  kamu saja Jepang,Noise,jangan munafik pp  kamu saja jepang,jangan munafik pp kamu saja jepang,Normal
"Semangat brooo, hidup aja sudah suatu pencapaian, apalagi hidup dg bahagia👍👊",Clean,semangat brooo hidup aja sudah suatu pencapaian apalagi hidup dg bahagia,semangat brooo hidup aja sudah suatu pencapaian apalagi hidup dg bahagia,Normal
"Nah ini... Kadang gw sering denger orang lagi ngobroll pas lagi mau tidur..  kadang ada yg ketawa..suaranya tiap malam gonta ganti..

 tp apa yg diobrolin itu gw sama sekali gak paham karena cuman sepotong2..  🫨😵",Clean,"nah ini kadang gw sering denger orang lagi ngobroll pas lagi mau tidur  kadang ada yg ketawasuaranya tiap malam gonta ganti

 tp apa yg diobrolin itu gw sama sekali gak paham karena cuman sepotong",nah ini kadang saya sering denger orang lagi ngobroll pas lagi mau tidur kadang ada yg ketawasuaranya tiap malam gonta ganti tp apa yg diobrolin itu saya sama sekali gak paham karena cuman sepotong,Normal
Ini gejala darah rendah 😂,Clean,ini gejala darah rendah,ini gejala darah rendah,Normal
 @qutuqupret7794  gue kerja selalu gak ada hasil bawa ke kampung halaman itu membuat saya depresi stres gak waras gak normal gila mati didalam,Noise,gue kerja selalu gak ada hasil bawa ke kampung halaman itu membuat saya depresi stres gak waras gak normal gila mati didalam,saya kerja selalu gak ada hasil bawa ke kampung halaman itu membuat saya depresi stres gak waras gak normal gila mati didalam,Stress
 @qutuqupret7794  orang tua sudah tidak bisa lagi kerja campur aduk perasaan kadang marah kadang merasa tidak membutuh kan orang tua lagi pengen mareka tidak  dalam hidup ini supaya bisa hidup sendirian dirumah peninggalan mareka,Noise,orang tua sudah tidak bisa lagi kerja campur aduk perasaan kadang marah kadang merasa tidak membutuh kan orang tua lagi pengen mareka tidak  dalam hidup ini supaya bisa hidup sendirian dirumah peninggalan mareka,orang tua sudah tidak bisa lagi kerja campur aduk perasaan kadang marah kadang merasa tidak membutuh kan orang tua lagi pengen mareka tidak dalam hidup ini supaya bisa hidup sendirian dirumah peninggalan mareka,Normal
" @Asyid597 waduh hindari berpikir gt, percaya lah hidup kita lebih sulit n menderita tanpa ortu, kedua ortuku sudah meninggal, meskipun mereka meninggalkan kekayaan tp hidup tdk akn pernah bs bahagia, kesedihan n penderitaan terus terjadi, berharap mereka hidup , lbh baik hidup sederhana asalkan bersama2, meski rumah peninggalan ortu ada tp tdk bs menempati, tdk enak d rumah hidup sendiri, berasa tdk ada tempat pulang lg",Noise,waduh hindari berpikir gt percaya lah hidup kita lebih sulit n menderita tanpa ortu kedua ortuku sudah meninggal meskipun mereka meninggalkan kekayaan tp hidup tdk akn pernah bs bahagia kesedihan n penderitaan terus terjadi berharap mereka hidup  lbh baik hidup sederhana asalkan bersama meski rumah peninggalan ortu ada tp tdk bs menempati tdk enak d rumah hidup sendiri berasa tdk ada tempat pulang lg,waduh hindari berpikir gt percaya lah hidup kita lebih sulit n menderita tanpa ortu kedua ortuku sudah meninggal meskipun mereka meninggalkan kekayaan tp hidup tdk akn pernah bs bahagia kesedihan n penderitaan terus terjadi berharap mereka hidup lbh baik hidup sederhana asalkan bersama meski rumah peninggalan ortu ada tp tdk bs menempati tdk enak d rumah hidup sendiri berasa tdk ada tempat pulang lg,Depresi
"​@Asyid597 saat mreka ga bs krja kmu pgn mreka ga ad krena ga brguna utkmu.
jd ga kpkrn ya dlu mreka krja saat kamu ga krja..ikhlas mreka bsrin kmu..",Noise,"saat mreka ga bs krja kmu pgn mreka ga ad krena ga brguna utkmu
jd ga kpkrn ya dlu mreka krja saat kamu ga krjaikhlas mreka bsrin kmu",saat mreka tidak bs krja kmu ingin mreka tidak ad krena tidak brguna utkmu jd tidak kpkrn ya dlu mreka krja saat kamu tidak krjaikhlas mreka bsrin kmu,Normal
"​ @Asyid597 saya berharap ortu saya klau tua Bangka saya yg rawat, mereka umur 70an tahun aja produktif masih sibuk kerja dan kerja😢",Noise,saya berharap ortu saya klau tua bangka saya yg rawat mereka umur an tahun aja produktif masih sibuk kerja dan kerja,saya berharap ortu saya klau tua bangka saya yg rawat mereka umur an tahun aja produktif masih sibuk kerja dan kerja,Normal
Kasus colok mata tahun kemarin adalah bukti terbesarnya,Clean,kasus colok mata tahun kemarin adalah bukti terbesarnya,kasus colok mata tahun kemarin adalah bukti terbesarnya,Normal
" @FyodorDostoyevsky-kx3si itu parah banget sih, dianggapnya cuma bercanda doang. 

Coba kalau skenarionya jadi korban balas si pelaku bullying, satu sekolah malah auto salahin si korban, bukan si pelaku 🤦‍♂️",Noise,"kxsi itu parah banget sih dianggapnya cuma bercanda doang 

coba kalau skenarionya jadi korban balas si pelaku bullying satu sekolah malah auto salahin si korban bukan si pelaku",kxsi itu parah banget sih dianggapnya cuma bercanda doang coba kalau skenarionya jadi korban balas si pelaku bullying satu sekolah malah auto salahin si korban bukan si pelaku,Normal
"ada yang begitu, ada juga yang engga. Soalnya guru BK di sekolahku the best sih. Bisa dicurhatin masalah keluarga sampe lama, bisa ngasih saran, konseling beneran.",Clean,ada yang begitu ada juga yang engga soalnya guru bk di sekolahku the best sih bisa dicurhatin masalah keluarga sampe lama bisa ngasih saran konseling beneran,ada yang begitu ada juga yang engga soalnya guru bk di sekolahku the best sih bisa dicurhatin masalah keluarga sampe lama bisa ngasih saran konseling beneran,Normal
 @andini_handi beruntung banget punya guru BK begini mba 😊,Noise,beruntung banget punya guru bk begini mba,beruntung banget punya guru bk begini mba,Normal
"Guru BK belain pelaku bully alih2 bercanda, padahal kasusnya serius. Ga heran yg korban bully terpaksa ga melanjutkan sekolah atau pindah. Apa kasihan ortu siswa korban bully udah membiayai sekolah yang udah bekerja keras demi anak?",Clean,guru bk belain pelaku bully alih bercanda padahal kasusnya serius ga heran yg korban bully terpaksa ga melanjutkan sekolah atau pindah apa kasihan ortu siswa korban bully udah membiayai sekolah yang udah bekerja keras demi anak,guru bk belain pelaku bully alih bercanda padahal kasusnya serius tidak heran yg korban bully terpaksa tidak melanjutkan sekolah atau pindah apa kasihan ortu siswa korban bully udah membiayai sekolah yang udah bekerja keras demi anak,Normal
"Sebagai mantan guru SMA swasta di Jaksel..saya melihat ada alasan kenapa seolah guru BK tak berdaya.. 

Alasannya, yaitu karena murid dalam posisi yg lebih powerful dibanding guru.. 👉👉 karena ortu murid dari kalangan elite..

itu sering terjadi di sekolah2 swasta biasanya..

 Belum lagi.. tekanan dr para senior2. Sehingga guru gak berani gegabah. Dalam bertindak. Krn kalo salah langkah, malah bisa2 posisi sang guru yg terancam",Clean,"sebagai mantan guru sma swasta di jakselsaya melihat ada alasan kenapa seolah guru bk tak berdaya 

alasannya yaitu karena murid dalam posisi yg lebih powerful dibanding guru  karena ortu murid dari kalangan elite

itu sering terjadi di sekolah swasta biasanya

 belum lagi tekanan dr para senior sehingga guru gak berani gegabah dalam bertindak krn kalo salah langkah malah bisa posisi sang guru yg terancam",sebagai mantan guru sma swasta di jakselsaya melihat ada alasan kenapa seolah guru bk tak berdaya alasannya yaitu karena murid dalam posisi yg lebih powerful dibanding guru karena ortu murid dari kalangan elite itu sering terjadi di sekolah swasta biasanya belum lagi tekanan dr para senior sehingga guru gak berani gegabah dalam bertindak karena kalo salah langkah malah bisa posisi sang guru yg terancam,Normal
"Mungkin guru BK yang ngurusin kek gitu kebanyakan ga punya background kuliah jurusan BK, kebanyakan yang modelan begitu titipan orang dalam.",Clean,mungkin guru bk yang ngurusin kek gitu kebanyakan ga punya background kuliah jurusan bk kebanyakan yang modelan begitu titipan orang dalam,mungkin guru bk yang ngurusin kek gitu kebanyakan tidak punya background kuliah jurusan bk kebanyakan yang modelan begitu titipan orang dalam,Normal
"Mohon maaf kak, saat di Smp saya pernah merasakan kerasnya hukaman dari BK lain halnya saat SMA guru BK saya sangat mengemban ke-BK an sehingga lepas lulus SMA saya termotivasi seperti beliau dan mengambil major BK, setelah saya bandingkan ternyata hukuman sekolah saat SMP itu atas usulan dari beberapa guru dan kesiswaan guru BK mau tidak menyutujui sudah kalah suara.. kemudian banyak juga guru BK yang bukan dari major BK sehingga tidak mendalami ilmu ke BKan..",Clean,mohon maaf kak saat di smp saya pernah merasakan kerasnya hukaman dari bk lain halnya saat sma guru bk saya sangat mengemban kebk an sehingga lepas lulus sma saya termotivasi seperti beliau dan mengambil major bk setelah saya bandingkan ternyata hukuman sekolah saat smp itu atas usulan dari beberapa guru dan kesiswaan guru bk mau tidak menyutujui sudah kalah suara kemudian banyak juga guru bk yang bukan dari major bk sehingga tidak mendalami ilmu ke bkan,mohon maaf kak saat di smp saya pernah merasakan kerasnya hukaman dari bk lain halnya saat sma guru bk saya sangat mengemban kebk an sehingga lepas lulus sma saya termotivasi seperti beliau dan mengambil major bk setelah saya bandingkan ternyata hukuman sekolah saat smp itu atas usulan dari beberapa guru dan kesiswaan guru bk mau tidak menyutujui sudah kalah suara kemudian banyak juga guru bk yang bukan dari major bk sehingga tidak mendalami ilmu ke bkan,Normal
Penegakan tata tertib bisa saja diserahkan ke wakasek kesiswaan. Biar guru BK terbebas dari tugas yang bukan porsinya,Clean,penegakan tata tertib bisa saja diserahkan ke wakasek kesiswaan biar guru bk terbebas dari tugas yang bukan porsinya,penegakan tata tertib bisa saja diserahkan ke wakasek kesiswaan biar guru bk terbebas dari tugas yang bukan porsinya,Normal
